"year_category","region","A_adjusted","B_adjusted","C_adjusted","D_adjusted","F_adjusted","G_adjusted","H_adjusted","J_adjusted","K_adjusted","L_adjusted","N_adjusted","O_adjusted","P_adjusted","CRF01_AE_adjusted","CRF02_AG_adjusted","CRF03_A6B_adjusted","CRF04_cpx_adjusted","CRF05_DF_adjusted","CRF06_cpx_adjusted","CRF07_BC_adjusted","CRF08_BC_adjusted","CRF09_cpx_adjusted","CRF10_CD_adjusted","CRF11_cpx_adjusted","CRF12_BF_adjusted","CRF13_cpx_adjusted","CRF14_BG_adjusted","CRF15_01B_adjusted","CRF16_A2D_adjusted","CRF17_BF1_adjusted","CRF18_cpx_adjusted","CRF19_cpx_adjusted","CRF20_BG_adjusted","CRF21_A2D_adjusted","CRF22_01A1_adjusted","CRF23_BG_adjusted","CRF24_BG_adjusted","CRF25_cpx_adjusted","CRF26_A5U_adjusted","CRF27_cpx_adjusted","CRF28_BF1_adjusted","CRF29_BF1_adjusted","CRF30_0206_adjusted","CRF31_BC_adjusted","CRF32_06A6_adjusted","CRF33_01B_adjusted","CRF34_01B_adjusted","CRF35_A1D_adjusted","CRF36_cpx_adjusted","CRF37_cpx_adjusted","CRF38_BF1_adjusted","CRF39_BF1_adjusted","CRF40_BF1_adjusted","CRF41_CD_adjusted","CRF42_BF1_adjusted","CRF43_02G_adjusted","CRF44_BF_adjusted","CRF45_cpx_adjusted","CRF46_BF1_adjusted","CRF47_BF1_adjusted","CRF48_01B_adjusted","CRF49_cpx_adjusted","CRF50_A1D_adjusted","CRF51_01B_adjusted","CRF52_01B_adjusted","CRF53_01B_adjusted","CRF54_01B_adjusted","CRF55_01B_adjusted","CRF56_cpx_adjusted","CRF57_BC_adjusted","CRF58_01B_adjusted","CRF59_01B_adjusted","CRF60_BC_adjusted","CRF61_BC_adjusted","CRF62_BC_adjusted","CRF63_02A1_adjusted","CRF64_BC_adjusted","CRF65_cpx_adjusted","CRF66_BF1_adjusted","CRF67_01B_adjusted","CRF68_01B_adjusted","CRF69_01B_adjusted","CRF70_BF_adjusted","CRF71_BF_adjusted","CRF72_BF_adjusted","CRF73_BG_adjusted","CRF74_01B_adjusted","CRF75_BF1_adjusted","CRF76_01B_adjusted","CRF77_cpx_adjusted","CRF78_cpx_adjusted","CRF79_0107_adjusted","CRF80_0107_adjusted","CRF81_cpx_adjusted","CRF82_cpx_adjusted","CRF83_cpx_adjusted","CRF84_A1D_adjusted","CRF85_BC_adjusted","CRF86_BC_adjusted","CRF87_cpx_adjusted","CRF88_BC_adjusted","CRF89_BF1_adjusted","CRF90_BF1_adjusted","CRF91_cpx_adjusted","CRF92_C2U_adjusted","CRF93_cpx_adjusted","CRF94_cpx_adjusted","CRF95_02B_adjusted","CRF96_cpx_adjusted","CRF97_01b_adjusted","CRF98_06B_adjusted","CRF99_BF1_adjusted","CRF100_01C_adjusted","CRF101_01B_adjusted","CRF102_0107_adjusted","CRF103_01B_adjusted","CRF104_0107_adjusted","CRF105_0108_adjusted","CRF106_cpx_adjusted","CRF107_01B_adjusted","CRF108_BC_adjusted","CRF109_0107_adjusted","CRF110_BC_adjusted","CRF111_01C_adjusted","CRF112_01B_adjusted","CRF113_0107_adjusted","CRF114_0155_adjusted","CRF115_01C_adjusted","CRF116_0108_adjusted","CRF117_0107_adjusted","CRF118_BC_adjusted","CRF119_0107_adjusted","CRF120_0107_adjusted","CRF121_0107_adjusted","CRF122_BF1_adjusted","CRF123_0107_adjusted","CRF124_cpx_adjusted","CRF125_0107_adjusted","CRF126_0755_adjusted","CRF127_07109_adjusted","CRF128_07B_adjusted","CRF129_56G_adjusted","CRF130_A1B_adjusted","CRF131_A1B_adjusted","CRF132_94B_adjusted","CRF133_A6B_adjusted","CRF134_0107_adjusted","CRF135_0107_adjusted","CRF136_0107_adjusted","CRF137_0107_adjusted","CRF138_cpx_adjusted","CRF139_02B_adjusted","CRF140_0107_adjusted","CRF141_BF1_adjusted","CRF142_BC_adjusted","CRF143_cpx_adjusted","CRF145_0755_adjusted","CRF146_BC_adjusted","CRF147_A6B_adjusted","CRF148_cpx_adjusted","CRF149_01B_adjusted","CRF150_01B_adjusted","CRF151_0107_adjusted","CRF152_DG_adjusted","CRF153_55B_adjusted","CRF154_0755_adjusted","CRF155_0755_adjusted","CRF156_0755_adjusted","CRF157_A6C_adjusted","CRF159_01103_adjusted","CRF170_0107_adjusted","Number of unspecified CRFs_adjusted","total_CRF_adjusted","other_CRF_adjusted","URFs_adjusted","unspecified_recombinants_adjusted","total_recombinants_adjusted","Total number genotyped_adjusted","total_recorded_genotypes_adj"
"2005-2009","middle_east_north_africa",20.5095238095238,370.621428571429,5.96904761904762,0,3.35,4.76666666666667,0,0,0,0,0,0,0,1.6,84.4333333333333,37,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.033333333333,0,2.25,0,132.283333333333,547.6,537.5
"2010-2014","middle_east_north_africa",16.35,181.485714285714,29.9119047619048,4.35714285714286,1.15,4.70952380952381,0,0,0,0,0,0,0,15.7333333333333,91.1333333333333,0,0,0,91.5,1,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,2,0,0,0.75,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.95,92,7.25,0,219.2,467.135714285714,457.164285714286
"2015-2019","middle_east_north_africa",6.94047619047619,39.6428571428571,49.3690476190476,8.64285714285714,0.25,7.02380952380952,0,0,0,0,0,0,0,6.66666666666667,23.3333333333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9166666666667,0,0.75,0,32.6666666666667,149.964285714286,144.535714285714
"1990-1994","north_america",10.3636363636364,212.562114356232,3.06060606060606,1.16666666666667,0.666666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0,0,0,0,0,3.83333333333333,0.909090909090909,0,0,0,1.86363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78787878787879,0,8,0,14.7878787878788,243.274235568353,243.274235568353
"1995-1999","north_america",90.2545454545455,7589.81302594464,106.621590909091,9.83333333333333,6.13333333333333,4.86666666666667,1.86666666666667,1.4,0,0,0,0,0,33.3940476190476,35.5542207792208,0,0,0,8.78787878787879,0,0,0.916666666666667,0,0,0,2.16666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0,0.227272727272727,0.333333333333333,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0467532467532,0,17.2083333333333,0.5,99.7550865800866,7910.54424888837,7910.54424888837
"2000-2004","north_america",151.13850903998,17018.7426172684,455.145727230286,41.5014705882353,50.725,26.5872549019608,2.18888888888889,1.87777777777778,1,0,0,0,0,87.9293309631545,146.091674991675,0,0,0.375,4.66843434343434,2.94117647058824,0.375,0.777777777777778,0.125,0.5,0.375,3.61111111111111,1.25,0.25,0.125,0.125,0.680555555555556,0.375,0.25,0.125,0.25,0,0.602272727272727,0.680555555555556,0,0,0.125,0.402777777777778,0,0,0,0,0,0.125,0,0,0,0.375,0,0,0,0.375,0,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5708683473389,265.734313399019,2.64705882352941,129.232026143791,24,418.96633954281,18149.3914423811,18167.8735852383
"2005-2009","north_america",561.948826500297,73698.9974509967,1300.99493357949,132.269724556489,64.8154761904762,240.826937441643,4.44444444444444,5.05555555555556,0,0,0,0,0,354.41974610357,698.969391719392,0,0,1.875,57.4684343434343,28.1633986928105,1.875,1.52777777777778,2.625,2.5,34.2083333333333,4.61111111111111,6.25,1.25,0.625,0.625,1.18055555555556,1.875,23.25,0.625,3.25,0,40.5467171717172,1.18055555555556,0,0,0.625,0.902777777777778,0,0,0,0,0,0.625,0,0,0,1.875,0,0,0,2.875,0,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6788048552754,1351.76038177509,187.480392156863,96.5891690009337,283.5,1731.84955077602,77722.4350428983,77741.2029000411
"2010-2014","north_america",760.051532128003,110215.597863329,1745.99320197776,183.513772175537,83.7928571428571,401.8197945845,8.77777777777778,9.72222222222222,0,0,0,0,0,566.807108740932,994.520066045066,0,0,0.75,80.2116161616162,56.4967320261438,0.75,1.77777777777778,1.05,1.66666666666667,61.0833333333333,3.61111111111111,2.5,0.5,0.25,1.05,1.80555555555556,1.75,57.5,0.25,0.5,0,97.9974747474747,0.805555555555556,0,0,0.25,0.527777777777778,0,0,0,0.2,0,0.25,0,0,0,0.75,0,0,0,0.75,0,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.012138188609,2044.6506914654,373.480392156863,104.499883286648,260,2409.15057475205,115853.726738947,115818.41959609
"2015-2019","north_america",245.242950513539,67859.4869281046,897.983940242764,54.7150326797386,25.8666666666667,131.566013071895,1.55555555555556,3.77777777777778,0,0,0,0,0,199.616433239963,275.955555555556,1,0,0,20,17.3986928104575,0,0,0.2,0.333333333333333,17.3333333333333,0,0,0,0,0.2,0,0,22,0,0,0,38.4444444444444,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7381886087768,624.019981325864,120.392156862745,83.4705882352941,4,711.490569561158,69941.6282913165,69931.6854341737
"1990-1994","oceania",1,39.9666666666667,3.4,0,0,0.4,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,2.6,47.3666666666667,47.3666666666667
"1995-1999","oceania",2.5,87.0800865800866,9.59090909090909,0,0,1,0,0,0,0,0,0,0,9.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92857142857143,0,0,0,9.92857142857143,110.099567099567,110.099567099567
"2000-2004","oceania",18.7242424242424,2034.21688311688,138.893939393939,6.50909090909091,6.6,2.2,0,0,0,0,0,0,0,136.107792207792,18.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13333333333333,163.150216450216,0,0,0,163.150216450216,2372.56103896104,2370.29437229437
"2005-2009","oceania",88.2575757575758,10497.5568181818,766.284090909091,27.3674242424242,9.83333333333333,20.5,0,0,0,0,0,0,0,1047.38636363636,99.0757575757576,0,0,0,1,1.83333333333333,1,0,0,0,6.66666666666667,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6666666666667,1173.46212121212,9.5,86.5833333333333,0,1260.04545454545,12738.3863636364,12669.8446969697
"2010-2014","oceania",81.9848484848485,7755.57954545455,757.964393939394,29.7234848484848,19.1666666666667,30.5,0,0,0,0,0,0,0,1010.37727272727,115.015151515152,1,0,0,1,0.166666666666667,1,0,0,0,1.33333333333333,0,0.166666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6666666666667,1148.72575757576,7.5,64.4166666666667,0,1213.14242424242,9996.18636363636,9888.06136363636
"2015-2019","oceania",28.5333333333333,877.6,1017.86666666667,7.4,8.4,9.4,0,0,0,0,0,0,0,222.6,7,0,0,0,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5333333333333,252.133333333333,3,0,0,252.133333333333,2210.4,2201.33333333333
"1990-1994","southeast_asia",1.5,347.152380952381,1.8,0.5,1.2,0,0,0,0,0,0,0,0,2241.65238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241.65238095238,0,36.0857142857143,0,2277.7380952381,2636.62380952381,2629.89047619048
"1995-1999","southeast_asia",11.0821428571429,1077.50892857143,31.9392857142857,4.95892857142857,4.8,1.72321428571429,0,0,1.0625,0,0,0,0,4906.31607142857,3.71428571428571,0,0,0,0.142857142857143,6.85714285714286,0.714285714285714,0.285714285714286,0.285714285714286,0,0,0.142857142857143,0.142857142857143,1.18571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4919.7875,2,90.0571428571428,16.25,5026.09464285714,6174.93630952381,6159.16964285714
"2000-2004","southeast_asia",83.4107142857143,762.292261904762,86.8630952380952,18.7946428571429,0,9.61607142857143,0,0,5.3125,0,0,0,0,11155.9946428571,18.5714285714286,0,0,0,0.714285714285714,34.2857142857143,3.57142857142857,1.42857142857143,1.42857142857143,0,0,0.714285714285714,0.714285714285714,4.52857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714285714,0,0,23.3333333333333,0,0,0,0,0,0,0,0,0,0.214285714285714,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11246.1422619048,10,126.285714285714,49.4166666666667,11421.8446428571,12457.3005952381,12388.1339285714
"2005-2009","southeast_asia",155.64880952381,915.727182539683,72.0416666666667,19.1089285714286,0,7.07321428571429,0,0,5.3125,0,0,0,0,12364.4946428571,27.847619047619,2,0,0,1.14285714285714,7.85714285714286,1.57142857142857,3.28571428571429,0.285714285714286,0,0,1.14285714285714,0.142857142857143,26.2857142857143,3,0,0,0,0,0,0,0,0,3,0,0,1,2,0.357142857142857,0,0,47.35,0,177,0,0,0,0,0,0,0,1.35714285714286,0,0,0,0,0,0.714285714285714,0,1.33333333333333,0,1.05,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14285714285714,3.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12679.1898809524,7,160.678571428571,83.7111111111111,12923.5795634921,14169.058531746,14098.4918650794
"2010-2014","southeast_asia",1151.45833333333,1087.38591269841,46.7130952380952,17.3375,0,80.0875,0,0,5.3125,0,0,0,0,11087.6803571429,117.366666666667,0,0,0,0,2,4.14285714285714,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.357142857142857,0,0,227.316666666667,0,726.571428571429,0,0,0,0,0,0,0,0.357142857142857,0,2,0,0,1,0.714285714285714,0,0.666666666666667,0,2.95,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8.85714285714286,18.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12235.1517857143,64,279.25,301.622222222222,12816.0240079365,14906.4188492063,15204.3188492063
"2015-2019","southeast_asia",268.366666666667,307.642857142857,232.042857142857,0,0,6.5,0,0,0,0,0,0,0,3018.27142857143,56.1666666666667,0,0,0,0,7,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0714285714285714,0,0,0,0,320.928571428571,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0.142857142857143,0,0,3,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450.65238095238,45,91.7857142857143,90.6666666666667,3633.10476190476,4473.95714285714,4447.65714285714
"1990-1994","southern_africa",0.666666666666667,11.4242424242424,55.1439393939394,2.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5075757575758,69.5075757575758
"1995-1999","southern_africa",15.1333333333333,20.6666666666667,1344.68446969697,2.6,0,8.8,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1399.28446969697,1394.48446969697
"2000-2004","southern_africa",209.866666666667,18.1666666666667,2489.6976010101,108.4,1,7.2,0,0.4,0,0,0,0,0,0,1,4,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,14.8333333333333,0,53.8333333333333,2890.76426767677,2888.56426767677
"2005-2009","southern_africa",59.6904761904762,165.988095238095,11785.9548340548,55.5,2,16,0,2.25,1,0,0,0.5,0,0,12,0,1,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20.5047619047619,3,43.5047619047619,12135.931024531,12132.3881673882
