"year_category","region","A_adjusted","B_adjusted","C_adjusted","D_adjusted","F_adjusted","G_adjusted","H_adjusted","J_adjusted","K_adjusted","L_adjusted","N_adjusted","O_adjusted","P_adjusted","CRF01_AE_adjusted","CRF02_AG_adjusted","CRF03_A6B_adjusted","CRF04_cpx_adjusted","CRF05_DF_adjusted","CRF06_cpx_adjusted","CRF07_BC_adjusted","CRF08_BC_adjusted","CRF09_cpx_adjusted","CRF10_CD_adjusted","CRF11_cpx_adjusted","CRF12_BF_adjusted","CRF13_cpx_adjusted","CRF14_BG_adjusted","CRF15_01B_adjusted","CRF16_A2D_adjusted","CRF17_BF1_adjusted","CRF18_cpx_adjusted","CRF19_cpx_adjusted","CRF20_BG_adjusted","CRF21_A2D_adjusted","CRF22_01A1_adjusted","CRF23_BG_adjusted","CRF24_BG_adjusted","CRF25_cpx_adjusted","CRF26_A5U_adjusted","CRF27_cpx_adjusted","CRF28_BF1_adjusted","CRF29_BF1_adjusted","CRF30_0206_adjusted","CRF31_BC_adjusted","CRF32_06A6_adjusted","CRF33_01B_adjusted","CRF34_01B_adjusted","CRF35_A1D_adjusted","CRF36_cpx_adjusted","CRF37_cpx_adjusted","CRF38_BF1_adjusted","CRF39_BF1_adjusted","CRF40_BF1_adjusted","CRF41_CD_adjusted","CRF42_BF1_adjusted","CRF43_02G_adjusted","CRF44_BF_adjusted","CRF45_cpx_adjusted","CRF46_BF1_adjusted","CRF47_BF1_adjusted","CRF48_01B_adjusted","CRF49_cpx_adjusted","CRF50_A1D_adjusted","CRF51_01B_adjusted","CRF52_01B_adjusted","CRF53_01B_adjusted","CRF54_01B_adjusted","CRF55_01B_adjusted","CRF56_cpx_adjusted","CRF57_BC_adjusted","CRF58_01B_adjusted","CRF59_01B_adjusted","CRF60_BC_adjusted","CRF61_BC_adjusted","CRF62_BC_adjusted","CRF63_02A1_adjusted","CRF64_BC_adjusted","CRF65_cpx_adjusted","CRF66_BF1_adjusted","CRF67_01B_adjusted","CRF68_01B_adjusted","CRF69_01B_adjusted","CRF70_BF_adjusted","CRF71_BF_adjusted","CRF72_BF_adjusted","CRF73_BG_adjusted","CRF74_01B_adjusted","CRF75_BF1_adjusted","CRF76_01B_adjusted","CRF77_cpx_adjusted","CRF78_cpx_adjusted","CRF79_0107_adjusted","CRF80_0107_adjusted","CRF81_cpx_adjusted","CRF82_cpx_adjusted","CRF83_cpx_adjusted","CRF84_A1D_adjusted","CRF85_BC_adjusted","CRF86_BC_adjusted","CRF87_cpx_adjusted","CRF88_BC_adjusted","CRF89_BF1_adjusted","CRF90_BF1_adjusted","CRF91_cpx_adjusted","CRF92_C2U_adjusted","CRF93_cpx_adjusted","CRF94_cpx_adjusted","CRF95_02B_adjusted","CRF96_cpx_adjusted","CRF97_01b_adjusted","CRF98_06B_adjusted","CRF99_BF1_adjusted","CRF100_01C_adjusted","CRF101_01B_adjusted","CRF102_0107_adjusted","CRF103_01B_adjusted","CRF104_0107_adjusted","CRF105_0108_adjusted","CRF106_cpx_adjusted","CRF107_01B_adjusted","CRF108_BC_adjusted","CRF109_0107_adjusted","CRF110_BC_adjusted","CRF111_01C_adjusted","CRF112_01B_adjusted","CRF113_0107_adjusted","CRF114_0155_adjusted","CRF115_01C_adjusted","CRF116_0108_adjusted","CRF117_0107_adjusted","CRF118_BC_adjusted","CRF119_0107_adjusted","CRF120_0107_adjusted","CRF121_0107_adjusted","CRF122_BF1_adjusted","CRF123_0107_adjusted","CRF124_cpx_adjusted","CRF125_0107_adjusted","CRF126_0755_adjusted","CRF127_07109_adjusted","CRF128_07B_adjusted","CRF129_56G_adjusted","CRF130_A1B_adjusted","CRF131_A1B_adjusted","CRF132_94B_adjusted","CRF133_A6B_adjusted","CRF134_0107_adjusted","CRF135_0107_adjusted","CRF136_0107_adjusted","CRF137_0107_adjusted","CRF138_cpx_adjusted","CRF139_02B_adjusted","CRF140_0107_adjusted","CRF141_BF1_adjusted","CRF142_BC_adjusted","CRF143_cpx_adjusted","CRF145_0755_adjusted","CRF146_BC_adjusted","CRF147_A6B_adjusted","CRF148_cpx_adjusted","CRF149_01B_adjusted","CRF150_01B_adjusted","CRF151_0107_adjusted","CRF152_DG_adjusted","CRF153_55B_adjusted","CRF154_0755_adjusted","CRF155_0755_adjusted","CRF156_0755_adjusted","CRF157_A6C_adjusted","CRF159_01103_adjusted","CRF170_0107_adjusted","Number of unspecified CRFs_adjusted","total_CRF_adjusted","other_CRF_adjusted","URFs_adjusted","unspecified_recombinants_adjusted","total_recombinants_adjusted","Total number genotyped_adjusted","total_recorded_genotypes_adj"
"2010-2014","southern_africa",37.4761904761905,27.8452380952381,11903.5797619048,146,2.33333333333333,6,0,0.75,0,0,0,1.5,0,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22.9952380952381,0,33.9952380952381,12165.9369047619,12159.4797619048
"2015-2019","southern_africa",44.1666666666667,6,8871.66666666667,4.5,1.66666666666667,7,0,2,0.5,0,0,0,0,3,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,4.66666666666667,29,99.6666666666667,9098.16666666667,9037.16666666667
"1990-1994","wce",470.837691361875,6154.54830133853,437.566159515804,59.1104987118145,587.89198942316,91.6937725387135,7.21823498139288,3.09154704944179,0.151515151515152,0,0,0,0,198.654514857748,211.012118269661,0.3125,0,0.151515151515152,6.499666999667,0.495337995337995,0.222222222222222,0.909090909090909,0.151515151515152,6.30594405594406,2.66161616161616,2.86339355089355,0.701298701298701,0,0.19047619047619,0,2.27272727272727,0.757575757575758,1.21212121212121,0,0,0,0.94988344988345,0.303030303030303,0,0.151515151515152,0.192307692307692,0,0,0.454545454545455,0,0,0,0,0.0833333333333333,1.1013986013986,0,0,1.004329004329,0,0,0.234848484848485,0,0.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57894736842105,446.701582826832,25.5477855477855,149.492400928722,0.15625,596.350233755555,8382.73666710453,8408.45994382781
"1995-1999","wce",1678.849885249,20689.6867795691,1741.54194901183,325.313623044482,554.556799405919,364.640795231363,24.795688083846,17.6459914938862,1.90151515151515,0,0,0,0,389.340639859337,790.956089296914,2.3125,2,1.47294372294372,48.447761858025,0.715576090576091,0.555555555555556,2.2008658008658,1.71897546897547,46.8122699196229,17.399777864894,6.7991638590168,10.9251949804581,0,0.571428571428571,0.952380952380952,5.94574314574315,0.868686868686869,2.27979038505354,0,0.806349206349206,0.666666666666667,1.71178821178821,0.608794714057872,0,1.23030303030303,0.665697048049989,0.599775910364146,0,1.07777018303334,0.0952380952380952,0.0952380952380952,0,0,0.208333333333333,1.68716890952185,0,0,1.14718614718615,0,2.17575757575758,0.359848484848485,0,0.953383458646617,0.470588235294118,0.636190476190476,0,0.19047619047619,0.0952380952380952,0,0.19047619047619,0,0,0,0,0,0,0,6.09523809523809,0,0,0.398809523809524,0,0,0,0,0,0,0.0952380952380952,0.666666666666667,0.476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2456140350877,1399.11584554124,48.476356976357,408.206559890675,14.5047348484848,1821.8271402804,27327.8229063099,27220.7601665213
"2000-2004","wce",5187.65155430062,55242.6384252111,19894.2164056319,2424.45862657724,657.572216003425,1915.84713375868,31.8102377155009,25.2005776387355,6.62651515151515,0,0,0.833333333333333,0,1945.31538721552,3036.05144262779,13.0041666666667,19.5,7.03008658008658,582.261162667742,1.35843323343323,0.755555555555556,6.91125541125541,10.5007215007215,107.060775988717,60.9463204021641,29.2503683408095,120.170503327082,196.2,1.21428571428571,2.38095238095238,7.89137806637807,5.38106060606061,3.92924736082631,0,2.51159951159951,3.33333333333333,3.38242313242313,0.804283435862383,0.333333333333333,1.72727272727273,1.16261581555699,1.61316526610644,0,3.99944938102833,0.238095238095238,0.238095238095238,0,23.8461538461538,0.208333333333333,2.0717067246479,0,0,1.14718614718615,0,3.71515151515152,1.24873737373737,0,1.18379281537176,0.588235294117647,4.22128427128427,0,0.476190476190476,0.238095238095238,0,0.476190476190476,0,0,0,18.4615384615385,0,0,0,15.2380952380952,0,0,0.68452380952381,0,0,0,0,0,0,0.238095238095238,1.66666666666667,1.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.464912280702,6511.29832593151,91.6192141192141,2175.88483550223,1963.35087204462,10650.5340334784,96347.600842579,96037.3890588004
"2005-2009","wce",5591.98096112649,66937.1550570106,25754.8833125148,2088.52734738172,786.968791538906,3368.20138483067,29.805266955267,10.785372960373,3.52651515151515,0,2,37.2179487179487,1,3628.64448461125,4174.27902414026,24.7005952380952,6.5,6.04675324675325,748.222345928925,26.2167665667666,2.35555555555556,7.61277056277056,4.67294372294372,66.8957881987294,84.3841631150068,18.4170350074762,254.338313294892,268.5,3.21428571428571,2.38095238095238,9.95248917748918,19.7805555555556,7.22369180527075,0,7.04771062271062,3,7.22686757686758,1.96261676919572,2.29166666666667,1.86363636363636,2.59594914889033,2.27983193277311,0,7.83278271436166,1.03809523809524,0.238095238095238,0,60.7582417582418,0.208333333333333,5.43004005798123,0,0,1.14718614718615,0,15.0424242424242,5.00429292929293,0.4,4.32823725981621,0.588235294117647,21.2945165945166,0,1.10119047619048,1.8952380952381,0,0.476190476190476,0,0,0,46.1538461538461,0,0,0,15.2380952380952,0,0,0.68452380952381,0,0,0,0,0,0,0.238095238095238,1.66666666666667,1.19047619047619,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.433333333333,9960.67111986504,156.919214119214,5213.48556087828,3547.42899392274,18721.5856746661,123653.812347167,123333.637632854
"2010-2014","wce",4016.43696272338,46355.6229386111,6484.4418943114,513.117084201488,1748.69824473342,1663.53224996967,43.2064574314574,5.73986013986014,16.8848484848485,0,0,0.717948717948718,0,2098.35584066561,5172.23914532964,39.4321428571429,6,2.05627705627706,519.944973301552,40.5667665667666,2.94444444444444,23.2400432900433,2.22294372294372,31.7765538383185,137.727417083261,14.5674435042082,1141.97517920676,67.8,0.619047619047619,13.3809523809524,14.4774891774892,31.25,18.5348029163819,0,11.1105311355311,0,11.9379786879787,7.67928343586238,4.375,2.78484848484848,50.1783020900668,6.27983193277311,19.6666666666667,18.0272271588061,1.43809523809524,0.571428571428571,0,333.043956043956,12.2083333333333,10.9290596658244,0,0,1.0995670995671,0,19.0666666666667,4.52651515151515,1,6.71077694235589,1.35294117647059,44.5722943722944,0,1.85119047619048,3.58095238095238,0,0.476190476190476,0,0,0,47.4871794871795,0,0,0,19.9047619047619,0,0,0.68452380952381,0,0,0,0,0,0,0.238095238095238,1.66666666666667,1.19047619047619,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.511111111111,10255.2381050322,304.619214119214,1988.27248201145,1705.60047244422,13949.1110594879,74928.7676686081,74797.5095488125
"2015-2019","wce",1651.22040671747,17360.7688090504,1517.43881200499,180.870123014241,659.925002938238,677.400644453586,19.3560606060606,4.10909090909091,4.81818181818182,0,0,0.230769230769231,0,728.298822133749,1971.12247593093,6.23809523809524,1,0.151515151515152,107.887445887446,21.4268398268398,0.166666666666667,9.58051948051948,0.641991341991342,12.0420246420246,40.352069009422,3.21731601731602,118.525874125874,3.5,0.19047619047619,1.9047619047619,5.0965367965368,3.50757575757576,6.09307359307359,0,3.52380952380952,0,8.29805194805195,3.46017316017316,0,1.15151515151515,20.1666666666667,1.18739495798319,8.33333333333333,1.33549783549784,0.19047619047619,0.857142857142857,0,21.7802197802198,11.0833333333333,5.15670995670996,0,0,0.909090909090909,0,4,0.534848484848485,0.6,1.63333333333333,1,18.2357142857143,0,0.380952380952381,0.19047619047619,0,0.380952380952381,1,0,0,11.8974358974359,0,0,0,21.5238095238095,0,0,0.464285714285714,0,0,0,0,0,0,0.19047619047619,1.33333333333333,0.952380952380952,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5555555555556,3228.93200190333,149.951082251082,575.1075058928,358.896176739927,4162.93568453605,26584.3432505811,26239.0735852791
"1990-1994","west_africa",54.3508771929825,3.21052631578947,5.63157894736842,7.58771929824561,4.5,6,0,0.631578947368421,0,0,0,1,0,0.166666666666667,57.2894736842105,0,0,0,10,0,0,1,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2543859649123,0,7,0,78.2543859649123,160.666666666667,161.166666666667
"1995-1999","west_africa",2263.29375522139,35.1520467836257,49.3767752715121,89.671157059315,96.1666666666667,421.972222222222,5,8.78947368421053,2,0,0,11,0,20.9861111111111,969.972953216374,0,0,0,24.8015873015873,0,0,6.88888888888889,0,14.0555555555556,0,3.77777777777778,0,0,0,0,0.416666666666667,0,0,0,15.9722222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208333333333333,3.05555555555556,0,0,0,0,0,0,0,0.5,0,0,0,0.789473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061.42512531328,0,147.694444444444,0,1209.11956975773,4183.41666666667,4191.54166666667
"2000-2004","west_africa",346.283437761069,36.3742690058479,73.3688387635756,86.6314745196324,65.0833333333333,284.444444444444,7,10.2061403508772,2,0,0,9,0,74.7638888888889,2094.30073099415,0,1,0,456.981746031746,0,0,28.2777777777778,2,48.3611111111111,0,10.9722222222222,0,0,0,0,3.41666666666667,0,0,0,22.8611111111111,0,0,0,0,0,0,0,0.75,0,0,0,0,0,1.20833333333333,3.61111111111111,0,0,0,0,0,0.75,0,0.5,0,0,0,0.789473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.54417293233,0,331.247222222222,26,3107.79139515455,4159.175,4028.18333333333
"2005-2009","west_africa",236.99454887218,27.9298245614035,76.5394736842105,124.615601503759,72.7261904761905,968.761904761905,7.58333333333333,4.37280701754386,3,0,0,0,0,14.625,3602.2701754386,1,0,23.6666666666667,557.222619047619,0,0,33.75,0,80.1666666666667,0,20.1666666666667,1,0,16,0,28.4642857142857,0.666666666666667,0,0,50.8571428571429,0,0,12.25,0,0,0,0,0.25,0,1,0,0,0,12.2083333333333,19.0833333333333,0,0,0,0,0,208.916666666667,0,0,0,0,0,1.78947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4685.35369674185,0,228.903571428571,21,4935.25726817043,6683.87261904762,6457.78095238095
"2010-2014","west_africa",313.517857142857,22.3333333333333,64.1357142857143,114.438095238095,107.282142857143,1353.5,11.85,0,1.8,0,2.6,19.2,0,70.1833333333333,4603.68214285714,0,0,8.53333333333333,342.294047619048,0,0,40.45,0,94.2166666666667,0,42.075,0,1,0,0,34.6940476190476,1.16666666666667,0,0,137.90119047619,0,0,12.45,1.8,0,0,0,8,0,1,0,0,0,19.1083333333333,36.3333333333333,0,0,0,0,0,85.8333333333333,2,5.6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5552.82142857143,0,575.146428571429,117.857142857143,6245.825,8800.32380952381,8256.48214285714
"2015-2019","west_africa",446.892857142857,231,46.2809523809524,101.389285714286,113.241666666667,875.321428571429,4.56666666666667,1,2.2,0,0.4,5.8,0,33.9416666666667,3632.48452380952,0,0,0.8,113.366666666667,0,0,13.6333333333333,0,58.5333333333333,0,4.00833333333333,3,0,0,0,19.675,0.166666666666667,0,0,41.075,0,0,1.3,0.2,0,0,0,0,0,0,0,0,0,34.1,12.25,0,0,0,0,0,11.5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3982.93452380952,0,243.008333333333,149.142857142857,4375.08571428571,6311.87857142857,6203.17857142857
