"","year_category","Site 1: Country","A_adjusted","B_adjusted","C_adjusted","D_adjusted","F_adjusted","G_adjusted","H_adjusted","J_adjusted","K_adjusted","L_adjusted","N_adjusted","O_adjusted","P_adjusted","CRF01_AE_adjusted","CRF02_AG_adjusted","CRF03_A6B_adjusted","CRF04_cpx_adjusted","CRF05_DF_adjusted","CRF06_cpx_adjusted","CRF07_BC_adjusted","CRF08_BC_adjusted","CRF09_cpx_adjusted","CRF10_CD_adjusted","CRF11_cpx_adjusted","CRF12_BF_adjusted","CRF13_cpx_adjusted","CRF14_BG_adjusted","CRF15_01B_adjusted","CRF16_A2D_adjusted","CRF17_BF1_adjusted","CRF18_cpx_adjusted","CRF19_cpx_adjusted","CRF20_BG_adjusted","CRF21_A2D_adjusted","CRF22_01A1_adjusted","CRF23_BG_adjusted","CRF24_BG_adjusted","CRF25_cpx_adjusted","CRF26_A5U_adjusted","CRF27_cpx_adjusted","CRF28_BF1_adjusted","CRF29_BF1_adjusted","CRF30_0206_adjusted","CRF31_BC_adjusted","CRF32_06A6_adjusted","CRF33_01B_adjusted","CRF34_01B_adjusted","CRF35_A1D_adjusted","CRF36_cpx_adjusted","CRF37_cpx_adjusted","CRF38_BF1_adjusted","CRF39_BF1_adjusted","CRF40_BF1_adjusted","CRF41_CD_adjusted","CRF42_BF1_adjusted","CRF43_02G_adjusted","CRF44_BF_adjusted","CRF45_cpx_adjusted","CRF46_BF1_adjusted","CRF47_BF1_adjusted","CRF48_01B_adjusted","CRF49_cpx_adjusted","CRF50_A1D_adjusted","CRF51_01B_adjusted","CRF52_01B_adjusted","CRF53_01B_adjusted","CRF54_01B_adjusted","CRF55_01B_adjusted","CRF56_cpx_adjusted","CRF57_BC_adjusted","CRF58_01B_adjusted","CRF59_01B_adjusted","CRF60_BC_adjusted","CRF61_BC_adjusted","CRF62_BC_adjusted","CRF63_02A1_adjusted","CRF64_BC_adjusted","CRF65_cpx_adjusted","CRF66_BF1_adjusted","CRF67_01B_adjusted","CRF68_01B_adjusted","CRF69_01B_adjusted","CRF70_BF_adjusted","CRF71_BF_adjusted","CRF72_BF_adjusted","CRF73_BG_adjusted","CRF74_01B_adjusted","CRF75_BF1_adjusted","CRF76_01B_adjusted","CRF77_cpx_adjusted","CRF78_cpx_adjusted","CRF79_0107_adjusted","CRF80_0107_adjusted","CRF81_cpx_adjusted","CRF82_cpx_adjusted","CRF83_cpx_adjusted","CRF84_A1D_adjusted","CRF85_BC_adjusted","CRF86_BC_adjusted","CRF87_cpx_adjusted","CRF88_BC_adjusted","CRF89_BF1_adjusted","CRF90_BF1_adjusted","CRF91_cpx_adjusted","CRF92_C2U_adjusted","CRF93_cpx_adjusted","CRF94_cpx_adjusted","CRF95_02B_adjusted","CRF96_cpx_adjusted","CRF97_01b_adjusted","CRF98_06B_adjusted","CRF99_BF1_adjusted","CRF100_01C_adjusted","CRF101_01B_adjusted","CRF102_0107_adjusted","CRF103_01B_adjusted","CRF104_0107_adjusted","CRF105_0108_adjusted","CRF106_cpx_adjusted","CRF107_01B_adjusted","CRF108_BC_adjusted","CRF109_0107_adjusted","CRF110_BC_adjusted","CRF111_01C_adjusted","CRF112_01B_adjusted","CRF113_0107_adjusted","CRF114_0155_adjusted","CRF115_01C_adjusted","CRF116_0108_adjusted","CRF117_0107_adjusted","CRF118_BC_adjusted","CRF119_0107_adjusted","CRF120_0107_adjusted","CRF121_0107_adjusted","CRF122_BF1_adjusted","CRF123_0107_adjusted","CRF124_cpx_adjusted","CRF125_0107_adjusted","CRF126_0755_adjusted","CRF127_07109_adjusted","CRF128_07B_adjusted","CRF129_56G_adjusted","CRF130_A1B_adjusted","CRF131_A1B_adjusted","CRF132_94B_adjusted","CRF133_A6B_adjusted","CRF134_0107_adjusted","CRF135_0107_adjusted","CRF136_0107_adjusted","CRF137_0107_adjusted","CRF138_cpx_adjusted","CRF139_02B_adjusted","CRF140_0107_adjusted","CRF141_BF1_adjusted","CRF142_BC_adjusted","CRF143_cpx_adjusted","CRF145_0755_adjusted","CRF146_BC_adjusted","CRF147_A6B_adjusted","CRF148_cpx_adjusted","CRF149_01B_adjusted","CRF150_01B_adjusted","CRF151_0107_adjusted","CRF152_DG_adjusted","CRF153_55B_adjusted","CRF154_0755_adjusted","CRF155_0755_adjusted","CRF156_0755_adjusted","CRF157_A6C_adjusted","CRF159_01103_adjusted","CRF170_0107_adjusted","Number of unspecified CRFs_adjusted","total_CRF_adjusted","other_CRF_adjusted","URFs_adjusted","unspecified_recombinants_adjusted","total_recombinants_adjusted","Total number genotyped_adjusted","total_recorded_genotypes_adj"
"1","2000-2004","Algeria",0.00367647058823529,0.529411764705882,0.00367647058823529,0.0220588235294118,0.00367647058823529,0.0147058823529412,0,0,0,0,0,0,0,0,0.132352941176471,0,0,0,0.180147058823529,0,0,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316176470588235,0,0.106617647058824,0,0.422794117647059,272,272
"2","2005-2009","Algeria",0,0.559701492537313,0,0,0,0,0,0,0,0,0,0,0,0,0.126865671641791,0.276119402985075,0,0,0.0373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440298507462687,0,0,0,0.440298507462687,134,134
"3","2010-2014","Algeria",0.008,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.72,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,92,0.04,0,0.864,124,125
"4","1990-1994","Angola",0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667,3,3
"5","2000-2004","Angola",0.193877551020408,0,0.127551020408163,0.0459183673469388,0.0816326530612245,0.0586734693877551,0.0637755102040816,0.0331632653061225,0,0,0,0,0,0.00255102040816327,0.0433673469387755,0,0,0.00255102040816327,0.00510204081632653,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0.00255102040816327,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612244897959184,0,0.334183673469388,0,0.395408163265306,392,392
"6","2005-2009","Angola",0.069620253164557,0,0.188607594936709,0.0772151898734177,0.126582278481013,0.0607594936708861,0.0430379746835443,0.00759493670886076,0.00253164556962025,0,0,0,0,0,0.0835443037974684,0,0,0,0,0,0,0.00759493670886076,0,0,0,0.00379746835443038,0,0,0,0,0.0151898734177215,0,0,0,0,0,0,0.00506329113924051,0,0,0,0,0,0,0,0,0,0,0,0.00379746835443038,0,0,0,0,0,0,0,0.00506329113924051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124050632911392,0,0.3,0,0.424050632911392,267.333333333333,263.333333333333
"7","2010-2014","Angola",0.0526315789473684,0,0.168421052631579,0.0526315789473684,0.147368421052632,0.0631578947368421,0.0526315789473684,0,0.0105263157894737,0,0,0,0,0,0.0631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631578947368421,0,0,0,0,0,0,0.0210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168421052631579,0,0.284210526315789,0,0.452631578947368,31.6666666666667,31.6666666666667
"8","2015-2019","Angola",0.0882352941176471,0,0.382352941176471,0.0588235294117647,0.176470588235294,0.0882352941176471,0.0294117647058824,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882352941176471,0,0.0882352941176471,0,0.176470588235294,34,34
"9","1980-1989","Argentina",0,0.260869565217391,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695652173913043,0,0,0,0.695652173913043,8.11764705882353,8.11764705882353
"10","1990-1994","Argentina",0,0.260869565217391,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695652173913043,0,0,0,0.695652173913043,6.76470588235294,6.76470588235294
"11","1995-1999","Argentina",0,0.539896715684731,0.00240891771892811,0,0.376956261611613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122177787574393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122177787574393,0,0.0685203262272885,0,0.0807381049847278,436.014705882353,467.014705882353
"12","2000-2004","Argentina",0.000645070507155065,0.570503992954818,0.00340005913146316,0,0.168785544096419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215023502385022,0,0,0,0,0,0.12050170042483,0,0,0,0.000860094009540087,0,0,0.00935352235374844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130930340290503,0,0.0995021257286688,0.0262328672909726,0.256665333310145,3095.76960784314,3100.4362745098
"13","2005-2009","Argentina",0,0.41385553153247,0.0163067545390607,0,0.00312589543879757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000520982573132929,0,0,0,0,0,0.121844799291464,0,0,0,0.000520982573132929,0.00293052697387272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117221078954909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126989502201151,0,0.244874833936805,0.194847482351715,0.566711818489672,638.483333333333,639.816666666667
"14","2010-2014","Argentina",0.00391895599012423,0.39336520750872,0.0316651644002038,0,0.0121487635693851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865109534819924,0,0,0,0,0.00244934749382764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000979738997531058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899400399733511,0,0.442704863424384,0.0262570051338323,0.558901908531567,1276.85,1275.85
"15","2015-2019","Argentina",0.00102774922918808,0.487153134635149,0.0431654676258993,0,0.0205549845837616,0,0,0,0,0,0,0,0,0,0.00205549845837616,0,0,0,0,0,0,0,0,0,0.207605344295992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209660842754368,0,0.00616649537512847,0.232271325796506,0.448098663926002,486.5,486.5
"16","2020-2022","Argentina",0.0025974025974026,0.506493506493506,0.0493506493506494,0,0.0233766233766234,0,0,0,0,0,0,0,0,0,0.00519480519480519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519480519480519,0,0,0.412987012987013,0.418181818181818,192.5,192.5
"17","2005-2009","Armenia",0.923076923076923,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0.0384615384615385,15.6,15.6
"18","2010-2014","Armenia",0.923076923076923,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0.0384615384615385,62.4,62.4
"19","2015-2019","Armenia",0.791666666666667,0.1,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0166666666666667,0,0,0.00833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916666666666667,0,0,0,0.0916666666666667,120,120
"20","1990-1994","Australia",0.0211118930330753,0.843771991555243,0.071780436312456,0,0,0.00844475721323012,0,0,0,0,0,0,0,0.0548909218859958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548909218859958,0,0,0,0.0548909218859958,47.3666666666667,47.3666666666667
"21","1995-1999","Australia",0.0227067196162466,0.790921244053002,0.0871112334368733,0,0,0.00908268784649864,0,0,0,0,0,0,0,0.0901781150473794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901781150473794,0,0,0,0.0901781150473794,110.099567099567,110.099567099567
"22","2000-2004","Australia",0.00743711123214074,0.875098996318606,0.040152374478401,0.0030786114716975,0.00170269573015672,0.00104053627954021,0,0,0,0,0,0,0,0.0615372172923125,0.00847048128386043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148197591328455,0.0714896744894574,0,0,0,0.0714896744894574,2114.56103896104,2114.29437229437
"23","2005-2009","Australia",0.00691870046405991,0.830850448126716,0.0578253307451779,0.00216997789776145,0.000779690328385984,0.00154616556646034,0,0,0,0,0,0,0,0.0830478323197259,0.00785577050433891,0,0,0,7.92905418697611e-05,0.000145365993427895,7.92905418697611e-05,0,0,0,0.000528603612465074,0,6.60754515581342e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124221848929292,0.0930444474545484,9.5,0.00686523941689015,0,0.0999096868714385,12680.3863636364,12611.8446969697
"24","2010-2014","Australia",0.00834871040505286,0.78956528460871,0.070464365579398,0.00302681253689012,0.00195178685314949,0.00310588690544657,0,0,0,0,0,0,0,0.102889099702441,0.0117122640334053,0.000101832357555625,0,0,0.000101832357555625,1.69720595926042e-05,0.000101832357555625,0,0,0,0.000135776476740834,0,1.69720595926042e-05,0,0,0,0,0,0.000101832357555625,0,0,0,0,0,0,0,0,0.000101832357555625,0,0,0,0,0,0.000101832357555625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015953736017048,0.116977452078811,7.5,0.00655970103254153,0,0.123537153111353,9928.18636363636,9820.06136363636
"25","2015-2019","Australia",0.0203560988572947,0.697262822216317,0.0612808929045974,0.00589954823279298,0.00669678448046771,0.00749402072814244,0,0,0,0,0,0,0,0.177464788732394,0.00558065373372309,0,0,0,0.000797236247674728,0.00558065373372309,0,0,0,0,0.00159447249534946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999202763752325,0.201009832580388,3,0,0,0.201009832580388,1263.4,1254.33333333333
"26","2000-2004","Austria",0.00531914893617021,0.797872340425532,0.0372340425531915,0.00531914893617021,0.0319148936170213,0.0106382978723404,0.00531914893617021,0,0,0,0,0,0,0.0425531914893617,0.0531914893617021,0,0,0,0,0,0,0,0.00531914893617021,0,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106382978723404,0,0,0,0.106382978723404,188,188
