"year_category","region","A_adjusted","B_adjusted","C_adjusted","D_adjusted","F_adjusted","G_adjusted","H_adjusted","J_adjusted","K_adjusted","L_adjusted","N_adjusted","O_adjusted","P_adjusted","CRF01_AE_adjusted","CRF02_AG_adjusted","CRF03_A6B_adjusted","CRF04_cpx_adjusted","CRF05_DF_adjusted","CRF06_cpx_adjusted","CRF07_BC_adjusted","CRF08_BC_adjusted","CRF09_cpx_adjusted","CRF10_CD_adjusted","CRF11_cpx_adjusted","CRF12_BF_adjusted","CRF13_cpx_adjusted","CRF14_BG_adjusted","CRF15_01B_adjusted","CRF16_A2D_adjusted","CRF17_BF1_adjusted","CRF18_cpx_adjusted","CRF19_cpx_adjusted","CRF20_BG_adjusted","CRF21_A2D_adjusted","CRF22_01A1_adjusted","CRF23_BG_adjusted","CRF24_BG_adjusted","CRF25_cpx_adjusted","CRF26_A5U_adjusted","CRF27_cpx_adjusted","CRF28_BF1_adjusted","CRF29_BF1_adjusted","CRF30_0206_adjusted","CRF31_BC_adjusted","CRF32_06A6_adjusted","CRF33_01B_adjusted","CRF34_01B_adjusted","CRF35_A1D_adjusted","CRF36_cpx_adjusted","CRF37_cpx_adjusted","CRF38_BF1_adjusted","CRF39_BF1_adjusted","CRF40_BF1_adjusted","CRF41_CD_adjusted","CRF42_BF1_adjusted","CRF43_02G_adjusted","CRF44_BF_adjusted","CRF45_cpx_adjusted","CRF46_BF1_adjusted","CRF47_BF1_adjusted","CRF48_01B_adjusted","CRF49_cpx_adjusted","CRF50_A1D_adjusted","CRF51_01B_adjusted","CRF52_01B_adjusted","CRF53_01B_adjusted","CRF54_01B_adjusted","CRF55_01B_adjusted","CRF56_cpx_adjusted","CRF57_BC_adjusted","CRF58_01B_adjusted","CRF59_01B_adjusted","CRF60_BC_adjusted","CRF61_BC_adjusted","CRF62_BC_adjusted","CRF63_02A1_adjusted","CRF64_BC_adjusted","CRF65_cpx_adjusted","CRF66_BF1_adjusted","CRF67_01B_adjusted","CRF68_01B_adjusted","CRF69_01B_adjusted","CRF70_BF_adjusted","CRF71_BF_adjusted","CRF72_BF_adjusted","CRF73_BG_adjusted","CRF74_01B_adjusted","CRF75_BF1_adjusted","CRF76_01B_adjusted","CRF77_cpx_adjusted","CRF78_cpx_adjusted","CRF79_0107_adjusted","CRF80_0107_adjusted","CRF81_cpx_adjusted","CRF82_cpx_adjusted","CRF83_cpx_adjusted","CRF84_A1D_adjusted","CRF85_BC_adjusted","CRF86_BC_adjusted","CRF87_cpx_adjusted","CRF88_BC_adjusted","CRF89_BF1_adjusted","CRF90_BF1_adjusted","CRF91_cpx_adjusted","CRF92_C2U_adjusted","CRF93_cpx_adjusted","CRF94_cpx_adjusted","CRF95_02B_adjusted","CRF96_cpx_adjusted","CRF97_01b_adjusted","CRF98_06B_adjusted","CRF99_BF1_adjusted","CRF100_01C_adjusted","CRF101_01B_adjusted","CRF102_0107_adjusted","CRF103_01B_adjusted","CRF104_0107_adjusted","CRF105_0108_adjusted","CRF106_cpx_adjusted","CRF107_01B_adjusted","CRF108_BC_adjusted","CRF109_0107_adjusted","CRF110_BC_adjusted","CRF111_01C_adjusted","CRF112_01B_adjusted","CRF113_0107_adjusted","CRF114_0155_adjusted","CRF115_01C_adjusted","CRF116_0108_adjusted","CRF117_0107_adjusted","CRF118_BC_adjusted","CRF119_0107_adjusted","CRF120_0107_adjusted","CRF121_0107_adjusted","CRF122_BF1_adjusted","CRF123_0107_adjusted","CRF124_cpx_adjusted","CRF125_0107_adjusted","CRF126_0755_adjusted","CRF127_07109_adjusted","CRF128_07B_adjusted","CRF129_56G_adjusted","CRF130_A1B_adjusted","CRF131_A1B_adjusted","CRF132_94B_adjusted","CRF133_A6B_adjusted","CRF134_0107_adjusted","CRF135_0107_adjusted","CRF136_0107_adjusted","CRF137_0107_adjusted","CRF138_cpx_adjusted","CRF139_02B_adjusted","CRF140_0107_adjusted","CRF141_BF1_adjusted","CRF142_BC_adjusted","CRF143_cpx_adjusted","CRF145_0755_adjusted","CRF146_BC_adjusted","CRF147_A6B_adjusted","CRF148_cpx_adjusted","CRF149_01B_adjusted","CRF150_01B_adjusted","CRF151_0107_adjusted","CRF152_DG_adjusted","CRF153_55B_adjusted","CRF154_0755_adjusted","CRF155_0755_adjusted","CRF156_0755_adjusted","CRF157_A6C_adjusted","CRF159_01103_adjusted","CRF170_0107_adjusted","Number of unspecified CRFs_adjusted","total_CRF_adjusted","other_CRF_adjusted","URFs_adjusted","unspecified_recombinants_adjusted","total_recombinants_adjusted","Total number genotyped_adjusted","total_recorded_genotypes_adj"
"2005-2009","north_america",0.00722845551055912,0.94800433620455,0.0167349473001119,0.00170141083006601,0.000833733898790006,0.00309780307556208,5.71697411237522e-05,6.50305805282681e-05,0,0,0,0,0,0.00455896915512459,0.00899097731505544,0,0,2.4118484536583e-05,0.000739227490695336,0.000362271197797424,2.4118484536583e-05,1.96520985112898e-05,3.37658783512161e-05,3.21579793821106e-05,0.00044002835121188,5.93136064158929e-05,8.03949484552765e-05,1.60789896910553e-05,8.03949484552765e-06,8.03949484552765e-06,1.51857124859967e-05,2.4118484536583e-05,0.000299069208253629,8.03949484552765e-06,4.18053731967438e-05,0,0.00052156019792814,1.51857124859967e-05,0,0,8.03949484552765e-06,1.16126036657622e-05,0,0,0,0,0,8.03949484552765e-06,0,0,0,2.4118484536583e-05,0,0,0,3.69816762894272e-05,0,3.57310882023451e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973470978479488,0.0173879529946709,187.480392156863,0.00124244500210689,0.00364671486193134,0.0222771128587091,77722.4350428983,77741.2029000411
"2010-2014","north_america",0.00656244088616161,0.951624087495752,0.0150752635726408,0.00158449556482924,0.000723484722335875,0.00346939455732364,7.57891344778296e-05,8.3943661605191e-05,0,0,0,0,0,0.00489392888210389,0.0085868903194621,0,0,6.4756538952576e-06,0.000692563552855836,0.000487804377085897,6.4756538952576e-06,1.53496981220921e-05,9.06591545336063e-06,1.43903419894613e-05,0.000527406033913757,3.11790743104995e-05,2.1585512984192e-05,4.3171025968384e-06,2.1585512984192e-06,9.06591545336063e-06,1.55895371552498e-05,1.51098590889344e-05,0.000496466798636416,2.1585512984192e-06,4.3171025968384e-06,0,0.000846130305431857,6.95533196157297e-06,0,0,2.1585512984192e-06,4.55694162999609e-06,0,0,0,1.72684103873536e-06,0,2.1585512984192e-06,0,0,0,6.4756538952576e-06,0,0,0,6.4756538952576e-06,0,2.39839033157689e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000932598964528221,0.0176539336195054,373.480392156863,0.000902273435012195,0.00224489335035597,0.0208011004048735,115853.726738947,115818.41959609
"2015-2019","north_america",0.00350689317711904,0.970368245907363,0.0128408736993481,0.000782406892384162,0.000369884788362706,0.00188135052451636,2.22439305716404e-05,5.40209742454124e-05,0,0,0,0,0,0.002854449052681,0.00394607328340901,1.42996696531974e-05,0,0,0.000285993393063948,0.000248795559587003,0,0,2.85993393063948e-06,4.7665565510658e-06,0.000247860940655422,0,0,0,0,2.85993393063948e-06,0,0,0.000314592732370343,0,0,0,0.000549742855556256,0,0,0,0,0,0,0,0,1.14397357225579e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000439545942843184,0.00892327958995426,120.392156862745,0.00119360183752277,5.71986786127896e-05,0.0101740801060898,69941.6282913165,69931.6854341737
"1990-1994","oceania",0.0211118930330753,0.843771991555243,0.071780436312456,0,0,0.00844475721323012,0,0,0,0,0,0,0,0.0548909218859958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548909218859958,0,0,0,0.0548909218859958,47.3666666666667,47.3666666666667
"1995-1999","oceania",0.0227067196162466,0.790921244053002,0.0871112334368733,0,0,0.00908268784649864,0,0,0,0,0,0,0,0.0901781150473794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901781150473794,0,0,0,0.0901781150473794,110.099567099567,110.099567099567
"2000-2004","oceania",0.0078995430454142,0.858212763315058,0.0585977594249166,0.00274611077222038,0.00278446427462569,0.000928154758208563,0,0,0,0,0,0,0,0.0574223158940567,0.007977528500305,0,0,0,0,0,0,0,0,0,0,0,0,0.00210944263229219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013219173829031,0.068831204409557,0,0,0,0.068831204409557,2372.56103896104,2370.29437229437
"2005-2009","oceania",0.00696595561101745,0.82854660568117,0.0604809379464901,0.00216004417551936,0.000776121062927095,0.00161801509728869,0,0,0,0,0,0,0,0.0826676560516067,0.00781980836745805,0,0,0,7.89275657213995e-05,0.000144700537155899,7.89275657213995e-05,0,0,0,0.000526183771475996,0,6.57729714344995e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123653186296859,0.0926185086935425,9.5,0.0068338117320445,0,0.099452320425587,12738.3863636364,12669.8446969697
"2010-2014","oceania",0.0082912964907712,0.78433772407359,0.0766544994074198,0.00300599720768257,0.0019383644540428,0.00308452778338984,0,0,0,0,0,0,0,0.10218153342403,0.011631719028173,0.000101132058471798,0,0,0.000101132058471798,1.6855343078633e-05,0.000101132058471798,0,0,0,0.000134842744629064,0,1.6855343078633e-05,0,0,0,0,0,0.000101132058471798,0,0,0,0,0,0,0,0,0.000101132058471798,0,0,0,0,0,0.000101132058471798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015844022493915,0.116173000483212,7.5,0.00651459009989166,0,0.122687590583104,9996.18636363636,9888.06136363636
"2015-2019","oceania",0.012961841308298,0.398667474258025,0.462386432465173,0.00336159903089037,0.00381586917019988,0.00427013930950939,0,0,0,0,0,0,0,0.101120533010297,0.00317989097516657,0,0,0,0.000454270139309509,0.00317989097516657,0,0,0,0,0.000908540278619019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569351907934585,0.114536644457904,3,0,0,0.114536644457904,2210.4,2201.33333333333
"1990-1994","southeast_asia",0.00057036595766255,0.132002600144493,0.00068443914919506,0.000190121985887517,0.00045629276613004,0,0,0,0,0,0,0,0,0.852374804672293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852374804672293,0,0.0137213753243391,0,0.866096179996632,2636.62380952381,2629.89047619048
"1995-1999","southeast_asia",0.00179929170647133,0.174943862736599,0.00518564799580185,0.000805129402009489,0.000779325830969214,0.000279780292740064,0,0,0.000172507019875998,0,0,0,0,0.7965872602841,0.000603049750154749,0,0,0,2.3194221159798e-05,0.00111332261567031,0.00011597110579899,4.63884423195961e-05,4.63884423195961e-05,0,0,2.3194221159798e-05,2.3194221159798e-05,0.000192512035626324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798774475339469,2,0.0146216370191367,0.00263834265692703,0.816034455015533,6174.93630952381,6159.16964285714
"2000-2004","southeast_asia",0.0067331137011152,0.061534066898215,0.00701179820455106,0.0015171488268944,0,0.000776232440173524,0,0,0.00042883779192502,0,0,0,0,0.900538749999099,0.0014991304322757,0,0,0,5.76588627798347e-05,0.00276762541343206,0.000288294313899173,0.000115317725559669,0.000115317725559669,0,0,5.76588627798347e-05,5.76588627798347e-05,0.000365557190024152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72976588339504e-05,0,0,0.00188352285080793,0,0,0,0,0,0,0,0,0,1.72976588339504e-05,0,0,0,0,0,3.45953176679008e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907815682874333,10,0.0101940869394748,0.00398903232331823,0.921998802137126,12457.3005952381,12388.1339285714
"2005-2009","southeast_asia",0.0110401035098894,0.064952137526699,0.00510988461433291,0.00135538813330521,0,0.000501700065042699,0,0,0.000376813353572843,0,0,0,0,0.877008318420414,0.00197521971244279,0.000141859144874482,0,0,8.1062368499704e-05,0.000557303783435465,0.000111460756687093,0.000233054309436649,2.0265592124926e-05,0,0,8.1062368499704e-05,1.0132796062463e-05,0.00186443447549319,0.000212788717311723,0,0,0,0,0,0,0,0,0.000212788717311723,0,0,7.0929572437241e-05,0.000141859144874482,2.53319901561575e-05,0,0,0.00335851525490336,0,0.0125545343213917,0,0,0,0,0,0,0,9.62615625933985e-05,0,0,0,0,0,5.0663980312315e-05,0,9.45727632496547e-05,0,7.44760510591031e-05,2.83718289748964e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1062368499704e-05,0.000222921513374186,0,0,0,0,0,0,0,0,0,0,0,0,2.0265592124926e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899329517106545,7,0.0113968623712553,0.00593759331935749,0.916663972797158,14169.058531746,14098.4918650794
"2010-2014","southeast_asia",0.0757323195306075,0.0715182260700336,0.00307235698628707,0.00114030100078472,0,0.00526741781689092,0,0,0.000349407300168354,0,0,0,0,0.729245451052983,0.00771929790677818,0,0,0,0,0.000131541571828086,0.000272478970215321,0,0,0,0,0,0,0.000723478645054473,0,0,0,0,0,0,0,0,0,0,0,0,0.000131541571828086,0.000131541571828086,2.34895663978725e-05,0,0,0.0149507958180272,0,0.0477871738798318,0,0,0,0,0,0,0,2.34895663978725e-05,0,0.000131541571828086,0,0,6.5770785914043e-05,4.6979132795745e-05,0,4.3847190609362e-05,0,0.000194023818446427,0.000499857972946727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197312357742129,0,0,0,0,0,0,0,0.000582541246667238,0.00124024910580767,0,0,0,0,0,0,0,0,0,0,0,0,4.6979132795745e-05,0.000328853929570215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197312357742129,0.804715548724036,64,0.0183664919664965,0.0198379306046957,0.842919971295228,14906.4188492063,15204.3188492063
"2015-2019","southeast_asia",0.0603388836069927,0.0691696430865689,0.0521719300048822,0,0,0.00146144358506565,0,0,0,0,0,0,0,0.678620525734255,0.0126283714914647,0,0,0,0,0.00157386232237839,0.00786931161189197,0,0,0.000224837474625485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224837474625485,0,0,0,0,1.60598196161061e-05,0,0,0,0,0.0721567695351646,0,0,0,0,0,0,0,1.60598196161061e-05,0,0,0,0,0,3.21196392322121e-05,0,0,0.000674512423876455,0,0,0,0,0.000224837474625485,0,0,0,0.000224837474625485,0,0,0.00134902484775291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77583596714375,45,0.0206368682066963,0.020385264366044,0.81685809971649,4473.95714285714,4447.65714285714
"1990-1994","southern_africa",0.00959128065395095,0.164359673024523,0.793351498637602,0.0326975476839237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5075757575758,69.5075757575758
"1995-1999","southern_africa",0.0108522781444973,0.0148202917391813,0.964287877647844,0.00186448831557443,0,0.00631057583732883,0,0.00114737742496888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000717110890605549,0,0.000717110890605549,1399.28446969697,1394.48446969697
"2000-2004","southern_africa",0.0726543179305682,0.00628916824526043,0.861915252802227,0.0375272938230952,0.000346192747445528,0.0024925877816078,0,0.000138477098978211,0,0,0,0,0,0,0.000346192747445528,0.00138477098978211,0,0.000346192747445528,0,0,0,0,0.00311573472700975,0,0,0,0,0,0,0,0,0.000346192747445528,0,0,0,0,0,0.000346192747445528,0,0,0,0,0,0,0,0,0,0.00484669846423739,0,0.0024233492321187,0,0.000346192747445528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135015171503756,0,0.005135192420442,0,0.0186367095708176,2890.76426767677,2888.56426767677
"2005-2009","southern_africa",0.00491992799496179,0.0136814032775732,0.971445577857083,0.0045745321724196,0.000164848006213319,0.00131878404970655,0,0.000185454006989984,8.24240031066594e-05,0,0,4.12120015533297e-05,0,0,0.000989088037279913,0,8.24240031066594e-05,0,0,0,0,0.000329696012426638,0,0,0,0,0,0,0.000247272009319978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164848006213319,0,0.00169008455893941,0.000247272009319978,0.00358583663039257,12135.931024531,12132.3881673882
"2010-2014","southern_africa",0.00308205541766697,0.00229000242119538,0.978954691729351,0.0120070926436683,0.000191894174670498,0.000493442163438422,0,6.16802704298028e-05,0,0,0,0.000123360540859606,0,8.22403605730704e-05,0.000493442163438422,0,0,0,0,0,0,0,8.22403605730704e-05,8.22403605730704e-05,0,0,0,0,0.000164480721146141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000904643966303775,0,0.00189113667241599,0,0.00279578063871976,12165.9369047619,12159.4797619048
"2015-2019","southern_africa",0.00488722497833023,0.000663924902716559,0.981686738100068,0.00049794367703742,0.000184423584087933,0.000774579053169319,0,0.00022130830090552,5.532707522638e-05,0,0,0,0,0.00033196245135828,0.00663924902716559,0,0,0,0.00022130830090552,0,0,0,0,0,0,0,0,0,0,0,0.00011065415045276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730317392988215,0,0.000516386035446213,0.00320897036313004,0.0110285303284584,9098.16666666667,9037.16666666667
